gsfc_id,is_succeed,is_dropped,src_vsg,dst_vsg,vnf_sequence,satellite_path,processed_satellite_path,hop_count,propagation_delay_ms,processing_delay_ms,queueing_delay_ms,transmission_delay_ms,e2e_delay_ms
68,True,False,14,13,"['2', '1', '2', '2', '2']","[[56, 'src'], [45, None], [34, 'vnf2'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [34, 'vnf2'], [45, 'dst']]","[[56, 'src'], [45, None], [34, 'vnf2'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [34, 'vnf2'], [45, 'dst']]",0,86.57654117030269,5,2,5,98.57654117030269
69,True,False,11,14,"['1', '1', '2', '2', '2']","[[23, 'src'], [22, None], [33, 'vnf1'], [33, 'vnf1'], [22, None], [11, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [1, None], [56, 'dst']]","[[23, 'src'], [22, None], [33, 'vnf1'], [33, 'vnf1'], [22, None], [11, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [1, None], [56, 'dst']]",0,150.4764853053239,5,3,7,165.4764853053239
70,True,False,1,9,"['1', '2', '2', '1', '1']","[[29, 'src'], [30, None], [31, None], [32, None], [22, None], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [44, None], [55, 'dst']]","[[29, 'src'], [30, None], [31, None], [32, None], [22, None], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [44, None], [55, 'dst']]",0,155.87707991033403,5,6,9,175.87707991033403
71,True,False,14,1,"['2', '1', '2', '2', '2']","[[56, 'src'], [45, None], [34, 'vnf2'], [33, 'vnf1'], [22, None], [32, 'vnf2'], [32, 'vnf2'], [32, ('dst', 'vnf2')]]","[[56, 'src'], [45, None], [34, 'vnf2'], [33, 'vnf1'], [22, None], [32, 'vnf2'], [32, 'vnf2'], [32, ('dst', 'vnf2')]]",0,94.67334479019345,5,2,5,106.67334479019345
72,True,False,2,8,"['1', '2', '2', '2', '2']","[[40, 'src'], [39, None], [38, None], [49, None], [60, 'vnf1'], [49, 'vnf2'], [49, 'vnf2'], [49, 'vnf2'], [49, ('dst', 'vnf2')]]","[[40, 'src'], [39, None], [38, None], [49, None], [60, 'vnf1'], [49, 'vnf2'], [49, 'vnf2'], [49, 'vnf2'], [49, ('dst', 'vnf2')]]",0,102.44883739002283,5,2,5,114.44883739002283
73,True,False,1,13,"['1', '2', '2', '1', '2']","[[29, 'src'], [28, None], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [49, None], [48, ('dst', 'vnf2')]]","[[29, 'src'], [28, None], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [49, None], [48, ('dst', 'vnf2')]]",0,141.35735943927313,4,1,7,153.35735943927313
74,True,False,4,0,"['2', '2', '1', '2', '1']","[[62, 'src'], [51, None], [50, None], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [49, 'vnf2'], [50, None], [51, None], [62, 'vnf1'], [7, 'dst']]","[[62, 'src'], [51, None], [50, None], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [49, 'vnf2'], [50, None], [51, None], [62, 'vnf1'], [7, 'dst']]",0,145.46302649070194,5,1,9,160.46302649070194
75,True,False,8,14,"['1', '1', '1', '1', '1']","[[44, 'src'], [45, None], [46, None], [57, 'vnf1'], [57, 'vnf1'], [57, 'vnf1'], [57, 'vnf1'], [57, ('dst', 'vnf1')]]","[[44, 'src'], [45, None], [46, None], [57, 'vnf1'], [57, 'vnf1'], [57, 'vnf1'], [57, 'vnf1'], [57, ('dst', 'vnf1')]]",0,36.661132950134345,5,1,3,45.661132950134345
76,True,False,12,8,"['1', '2', '2', '2', '2']","[[34, 'src'], [35, None], [46, None], [57, 'vnf1'], [2, None], [1, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [55, None], [44, 'dst']]","[[34, 'src'], [35, None], [46, None], [57, 'vnf1'], [2, None], [1, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [55, None], [44, 'dst']]",0,104.74947072082833,5,1,8,118.74947072082833
77,True,False,3,14,"['1', '2', '2', '2', '1']","[[51, 'src'], [62, None], [7, 'vnf1'], [8, None], [9, None], [10, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [1, None], [2, None], [57, ('dst', 'vnf1')]]","[[51, 'src'], [62, None], [7, 'vnf1'], [8, None], [9, None], [10, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [1, None], [2, None], [57, ('dst', 'vnf1')]]",0,99.52888786126827,4,0,9,112.52888786126827
78,True,False,11,8,"['1', '2', '1', '2', '1']","[[23, 'src'], [12, None], [1, None], [2, None], [57, 'vnf1'], [2, None], [3, 'vnf2'], [2, None], [57, 'vnf1'], [2, None], [1, None], [0, 'vnf2'], [10, None], [65, None], [54, 'vnf1'], [44, 'dst']]","[[23, 'src'], [12, None], [1, None], [2, None], [57, 'vnf1'], [2, None], [3, 'vnf2'], [2, None], [57, 'vnf1'], [2, None], [1, None], [0, 'vnf2'], [10, None], [65, None], [54, 'vnf1'], [44, 'dst']]",0,168.75581091222813,5,0,15,188.75581091222813
79,True,False,7,3,"['2', '2', '2', '2', '2']","[[33, 'src'], [34, None], [35, None], [36, None], [37, None], [48, 'vnf2'], [48, 'vnf2'], [49, 'vnf2'], [60, None], [5, None], [4, None], [3, 'vnf2'], [2, None], [1, None], [0, 'vnf2'], [10, None], [65, None], [54, None], [53, None], [52, None], [51, 'dst']]","[[33, 'src'], [34, None], [35, None], [36, None], [37, None], [48, 'vnf2'], [48, 'vnf2'], [49, 'vnf2'], [60, None], [5, None], [4, None], [3, 'vnf2'], [2, None], [1, None], [0, 'vnf2'], [10, None], [65, None], [54, None], [53, None], [52, None], [51, 'dst']]",0,253.28897091042333,5,2,19,279.28897091042336
80,True,False,14,11,"['1', '2', '2', '2', '2']","[[57, ('src', 'vnf1')], [2, None], [1, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [1, None], [12, None], [23, 'dst']]","[[57, ('src', 'vnf1')], [2, None], [1, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [1, None], [12, None], [23, 'dst']]",0,87.82758594915022,5,4,6,102.82758594915022
81,True,False,13,4,"['2', '2', '2', '2', '2']","[[48, ('src', 'vnf2')], [47, None], [58, None], [3, 'vnf2'], [3, 'vnf2'], [3, 'vnf2'], [3, 'vnf2'], [4, None], [5, None], [6, None], [7, None], [62, 'dst']]","[[48, ('src', 'vnf2')], [47, None], [58, None], [3, 'vnf2'], [3, 'vnf2'], [3, 'vnf2'], [3, 'vnf2'], [4, None], [5, None], [6, None], [7, None], [62, 'dst']]",0,82.26979418747975,5,3,8,98.26979418747975
82,True,False,3,14,"['2', '1', '1', '1', '2']","[[51, 'src'], [40, None], [41, None], [42, None], [43, 'vnf2'], [54, 'vnf1'], [54, 'vnf1'], [54, 'vnf1'], [44, None], [55, None], [0, 'vnf2'], [1, None], [56, 'dst']]","[[51, 'src'], [40, None], [41, None], [42, None], [43, 'vnf2'], [54, 'vnf1'], [54, 'vnf1'], [54, 'vnf1'], [44, None], [55, None], [0, 'vnf2'], [1, None], [56, 'dst']]",0,152.81173129000206,5,2,10,169.81173129000206
83,True,False,6,8,"['1', '1', '1', '1', '2']","[[27, ('src', 'vnf1')], [27, 'vnf1'], [27, 'vnf1'], [16, None], [5, None], [60, 'vnf1'], [49, ('dst', 'vnf2')]]","[[27, ('src', 'vnf1')], [27, 'vnf1'], [27, 'vnf1'], [16, None], [5, None], [60, 'vnf1'], [49, ('dst', 'vnf2')]]",0,86.22108883550604,4,1,4,95.22108883550604
84,True,False,11,4,"['1', '2', '2', '1', '2']","[[23, 'src'], [24, None], [25, None], [26, None], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [49, 'vnf2'], [50, None], [51, None], [62, 'dst']]","[[23, 'src'], [24, None], [25, None], [26, None], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [49, 'vnf2'], [50, None], [51, None], [62, 'dst']]",0,175.64257749146194,5,2,11,193.64257749146194
85,True,False,9,1,"['1', '1', '1', '1', '1']","[[60, ('src', 'vnf1')], [60, 'vnf1'], [60, 'vnf1'], [60, 'vnf1'], [60, 'vnf1'], [5, None], [6, None], [7, None], [18, None], [29, 'dst']]","[[60, ('src', 'vnf1')], [60, 'vnf1'], [60, 'vnf1'], [60, 'vnf1'], [60, 'vnf1'], [5, None], [6, None], [7, None], [18, None], [29, 'dst']]",0,77.19592000304466,5,0,5,87.19592000304466
86,True,False,9,6,"['2', '1', '1', '1', '1']","[[55, 'src'], [44, None], [33, None], [43, 'vnf2'], [54, 'vnf1'], [54, 'vnf1'], [54, 'vnf1'], [43, None], [33, 'vnf1'], [22, 'dst']]","[[55, 'src'], [44, None], [33, None], [43, 'vnf2'], [54, 'vnf1'], [54, 'vnf1'], [54, 'vnf1'], [43, None], [33, 'vnf1'], [22, 'dst']]",0,142.37968168543318,5,3,7,157.37968168543318
87,True,False,14,10,"['1', '1', '2', '1', '1']","[[56, 'src'], [57, None], [58, None], [59, None], [60, 'vnf1'], [60, 'vnf1'], [49, 'vnf2'], [60, 'vnf1'], [60, 'vnf1'], [5, None], [4, None], [3, None], [2, None], [1, 'dst']]","[[56, 'src'], [57, None], [58, None], [59, None], [60, 'vnf1'], [60, 'vnf1'], [49, 'vnf2'], [60, 'vnf1'], [60, 'vnf1'], [5, None], [4, None], [3, None], [2, None], [1, 'dst']]",0,150.08512538097978,5,3,11,169.08512538097978
88,True,False,11,9,"['1', '2', '2', '1', '2']","[[23, 'src'], [24, None], [25, None], [26, None], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [50, None], [51, None], [62, 'vnf1'], [7, None], [8, None], [9, None], [10, None], [0, 'vnf2'], [55, 'dst']]","[[23, 'src'], [24, None], [25, None], [26, None], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [50, None], [51, None], [62, 'vnf1'], [7, None], [8, None], [9, None], [10, None], [0, 'vnf2'], [55, 'dst']]",0,210.32414291707522,5,2,15,232.32414291707522
