gsfc_id,is_succeed,is_dropped,src_vsg,dst_vsg,vnf_sequence,satellite_path,processed_satellite_path,hop_count,propagation_delay_ms,processing_delay_ms,queueing_delay_ms,transmission_delay_ms,e2e_delay_ms
89,True,False,6,14,"['1', '2', '2', '2', '2']","[[22, 'src'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [34, 'vnf2'], [34, 'vnf2'], [45, None], [56, 'dst']]","[[22, 'src'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [34, 'vnf2'], [34, 'vnf2'], [45, None], [56, 'dst']]",4,75.01962144663574,5,13,4,97.01962144663574
90,True,False,13,9,"['1', '1', '2', '2', '1']","[[45, 'src'], [34, None], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, 'vnf1'], [44, None], [55, 'dst']]","[[45, 'src'], [34, None], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, 'vnf1'], [44, None], [55, 'dst']]",6,122.42387175364193,5,40,6,173.42387175364195
91,True,False,11,7,"['1', '2', '1', '2', '1']","[[23, 'src'], [22, None], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [34, 'vnf2'], [33, ('dst', 'vnf1')]]","[[23, 'src'], [22, None], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [34, 'vnf2'], [33, ('dst', 'vnf1')]]",6,122.12178516540843,4,36,6,168.12178516540843
92,True,False,10,7,"['2', '2', '1', '2', '2']","[[1, 'src'], [0, 'vnf2'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, 'dst']]","[[1, 'src'], [0, 'vnf2'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [33, 'dst']]",6,130.5206753735327,5,19,6,160.5206753735327
93,True,False,11,8,"['1', '1', '2', '2', '2']","[[23, 'src'], [22, None], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [34, 'vnf2'], [33, None], [44, 'dst']]","[[23, 'src'], [22, None], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [34, 'vnf2'], [33, None], [44, 'dst']]",5,106.66750692591285,5,31,5,147.66750692591285
94,True,False,5,13,"['2', '2', '2', '1', '1']","[[0, ('src', 'vnf2')], [0, 'vnf2'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [33, 'vnf1'], [34, None], [45, 'dst']]","[[0, ('src', 'vnf2')], [0, 'vnf2'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [33, 'vnf1'], [34, None], [45, 'dst']]",5,106.96959351414635,5,34,5,150.96959351414637
95,True,False,9,3,"['2', '1', '2', '2', '1']","[[55, 'src'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [54, ('dst', 'vnf1')]]","[[55, 'src'], [0, 'vnf2'], [11, None], [22, None], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [54, ('dst', 'vnf1')]]",6,130.8227619617662,4,17,6,157.8227619617662
96,True,False,3,14,"['1', '2', '1', '2', '1']","[[54, ('src', 'vnf1')], [43, 'vnf2'], [33, 'vnf1'], [34, 'vnf2'], [35, None], [46, None], [57, ('dst', 'vnf1')]]","[[54, ('src', 'vnf1')], [43, 'vnf2'], [33, 'vnf1'], [34, 'vnf2'], [35, None], [46, None], [57, ('dst', 'vnf1')]]",6,75.4458123902988,4,18,6,103.4458123902988
97,True,False,10,4,"['2', '2', '2', '1', '1']","[[3, ('src', 'vnf2')], [3, 'vnf2'], [3, 'vnf2'], [4, None], [5, None], [6, None], [7, 'vnf1'], [7, 'vnf1'], [62, 'dst']]","[[3, ('src', 'vnf2')], [3, 'vnf2'], [3, 'vnf2'], [4, None], [5, None], [6, None], [7, 'vnf1'], [7, 'vnf1'], [62, 'dst']]",5,72.78608040839185,5,0,5,82.78608040839185
98,True,False,0,4,"['2', '1', '2', '2', '1']","[[7, 'src'], [62, None], [51, None], [50, None], [49, 'vnf2'], [60, 'vnf1'], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [61, None], [62, 'dst']]","[[7, 'src'], [62, None], [51, None], [50, None], [49, 'vnf2'], [60, 'vnf1'], [49, 'vnf2'], [49, 'vnf2'], [60, 'vnf1'], [61, None], [62, 'dst']]",9,158.089485184191,5,0,9,172.089485184191
