t,gsfc_id,is_succeed,is_dropped,src_vsg,dst_vsg,vnf_sequence,satellite_path,processed_satellite_path,hop_count,propagation_delay_ms,processing_delay_ms,queueing_delay_ms,transmission_delay_ms,e2e_delay_ms
56,22,True,False,6,3,"['2', '2', '1', '2', '2']","[[22, 'src'], [23, 'vnf2'], [23, 'vnf2'], [22, None], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]","[[22, 'src'], [23, 'vnf2'], [23, 'vnf2'], [22, None], [33, 'vnf1'], [43, 'vnf2'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, 'dst']]",8,117.09955653048175,5,3,8,133.09955653048175
56,23,True,False,2,14,"['1', '1', '2', '2', '1']","[[40, 'src'], [41, None], [42, None], [43, None], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [35, None], [46, None], [57, ('dst', 'vnf1')]]","[[40, 'src'], [41, None], [42, None], [43, None], [33, 'vnf1'], [33, 'vnf1'], [34, 'vnf2'], [34, 'vnf2'], [35, None], [46, None], [57, ('dst', 'vnf1')]]",8,85.04585209937106,4,10,8,107.04585209937106
56,24,True,False,2,13,"['1', '1', '1', '1', '1']","[[40, 'src'], [41, None], [42, None], [43, None], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [34, None], [45, 'dst']]","[[40, 'src'], [41, None], [42, None], [43, None], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [34, None], [45, 'dst']]",6,80.42021605164585,5,22,6,113.42021605164585
56,25,True,False,0,3,"['2', '2', '2', '2', '1']","[[7, 'src'], [8, None], [9, None], [10, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [10, None], [65, None], [54, ('dst', 'vnf1')]]","[[7, 'src'], [8, None], [9, None], [10, None], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [0, 'vnf2'], [10, None], [65, None], [54, ('dst', 'vnf1')]]",7,96.17658087937495,4,0,7,107.17658087937495
56,26,True,False,10,8,"['2', '1', '2', '1', '2']","[[3, ('src', 'vnf2')], [4, None], [5, None], [60, 'vnf1'], [49, 'vnf2'], [60, 'vnf1'], [49, ('dst', 'vnf2')]]","[[3, ('src', 'vnf2')], [4, None], [5, None], [60, 'vnf1'], [49, 'vnf2'], [60, 'vnf1'], [49, ('dst', 'vnf2')]]",6,112.29533496511719,4,0,6,122.29533496511719
56,27,True,False,10,14,"['1', '2', '1', '1', '1']","[[1, 'src'], [2, None], [57, 'vnf1'], [2, None], [3, 'vnf2'], [2, None], [57, 'vnf1'], [57, 'vnf1'], [57, ('dst', 'vnf1')]]","[[1, 'src'], [2, None], [57, 'vnf1'], [2, None], [3, 'vnf2'], [2, None], [57, 'vnf1'], [57, 'vnf1'], [57, ('dst', 'vnf1')]]",6,29.761771964062,5,0,6,40.761771964062
56,28,False,False,11,2,"['1', '2', '1', '1', '1']","[[23, 'src'], [22, None], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1'], [33, 'vnf1'], [43, None], [42, None], [41, None], [40, 'dst']]","[[23, 'src'], [22, None], [33, 'vnf1'], [34, 'vnf2'], [33, 'vnf1'], [33, 'vnf1']]",8,82.814338478293,4,42,4,132.814338478293
56,29,True,False,3,14,"['2', '1', '1', '1', '1']","[[51, 'src'], [50, None], [49, None], [48, 'vnf2'], [47, None], [46, None], [57, 'vnf1'], [57, 'vnf1'], [57, 'vnf1'], [57, ('dst', 'vnf1')]]","[[51, 'src'], [50, None], [49, None], [48, 'vnf2'], [47, None], [46, None], [57, 'vnf1'], [57, 'vnf1'], [57, 'vnf1'], [57, ('dst', 'vnf1')]]",6,70.23444807174712,5,0,6,81.23444807174712
56,30,True,False,1,2,"['1', '1', '2', '2', '1']","[[29, 'src'], [28, None], [27, 'vnf1'], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [38, None], [27, 'vnf1'], [28, None], [29, None], [40, 'dst']]","[[29, 'src'], [28, None], [27, 'vnf1'], [27, 'vnf1'], [38, None], [49, 'vnf2'], [49, 'vnf2'], [38, None], [27, 'vnf1'], [28, None], [29, None], [40, 'dst']]",9,170.71594387768005,5,0,9,184.71594387768005
56,31,True,False,4,8,"['1', '1', '1', '1', '2']","[[62, 'src'], [61, None], [60, 'vnf1'], [60, 'vnf1'], [60, 'vnf1'], [60, 'vnf1'], [49, ('dst', 'vnf2')]]","[[62, 'src'], [61, None], [60, 'vnf1'], [60, 'vnf1'], [60, 'vnf1'], [60, 'vnf1'], [49, ('dst', 'vnf2')]]",3,59.33829297226981,4,0,3,66.33829297226981
56,32,True,False,6,9,"['1', '2', '1', '1', '1']","[[27, ('src', 'vnf1')], [38, None], [49, 'vnf2'], [60, 'vnf1'], [60, 'vnf1'], [60, ('dst', 'vnf1')]]","[[27, ('src', 'vnf1')], [38, None], [49, 'vnf2'], [60, 'vnf1'], [60, 'vnf1'], [60, ('dst', 'vnf1')]]",3,64.66581662662954,5,3,3,75.66581662662954
56,33,True,False,7,4,"['1', '2', '2', '1', '2']","[[33, ('src', 'vnf1')], [34, 'vnf2'], [34, 'vnf2'], [33, 'vnf1'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, None], [62, 'dst']]","[[33, ('src', 'vnf1')], [34, 'vnf2'], [34, 'vnf2'], [33, 'vnf1'], [43, 'vnf2'], [42, None], [41, None], [40, None], [51, None], [62, 'dst']]",8,102.17520159824933,5,20,8,135.17520159824932
